Street,City,State,ZIP,Phone,Website,Lat,Long
7400 W Chandler Blvd,Chandler,AZ,85226,4809408882,https://locations.dennys.com/AZ/CHANDLER/246760,33.305810696122,-111.968444228158
1750 W Chandler Blvd,Chandler,AZ,85224,4807827594,https://locations.dennys.com/AZ/CHANDLER/247216,33.306555176762,-111.872452158421
4977 S Arizona Ave,Chandler,AZ,85248,8007336697,https://locations.dennys.com/AZ/CHANDLER/249634,33.233694175761,-111.841146687581
Indian Route 7,Chinle,AZ,86503,9286744321,https://locations.dennys.com/AZ/CHINLE/248503,36.147301688295,-109.521155416002
2211 State Route 89A,Cottonwood,AZ,86326,9286393805,https://locations.dennys.com/AZ/COTTONWOOD/246755,34.721261378296,-112.000854301354
16189 S Sunshine Blvd,Eloy,AZ,85131,5204667016,https://locations.dennys.com/AZ/ELOY/248579,32.732709713515,-111.550294300569
2306 E. Lucky Lane,Flagstaff,AZ,86004,9287743413,https://locations.dennys.com/AZ/FLAGSTAFF/247973,35.1928016521,-111.622989620838
2122 S. Milton Road,Flagstaff,AZ,86001,9287791371,https://locations.dennys.com/AZ/FLAGSTAFF/247975,35.178822733079,-111.661010771832
17053 E Shea Blvd,Fountain Hills,AZ,85268,4808375307,https://locations.dennys.com/AZ/FOUNTAIN-HILLS/246769,33.572416153537,-111.714343396814
1661 E Warner Rd,Gilbert,AZ,85296,4804972010,https://locations.dennys.com/AZ/GILBERT/247493,33.335007127996,-111.754294564833
3971 South Gilbert Rd,Gilbert,AZ,85297,4807860196,https://locations.dennys.com/AZ/GILBERT/248832,33.277893342673,-111.78870470812
4303 W Peoria Ave,Glendale,AZ,85302,6024392337,https://locations.dennys.com/AZ/GLENDALE/246356,33.581653890936,-112.151955017891
5161 W Thunderbird Rd,Glendale,AZ,85306,6029785442,https://locations.dennys.com/AZ/GLENDALE/246669,33.610361364489,-112.170647751619
9856 W. Camelback Rd.,Glendale,AZ,85305,6238771502,https://locations.dennys.com/AZ/GLENDALE/248000,33.508940461794,-112.271189266942
1535 East South Street,Globe,AZ,85501,9284731933,https://locations.dennys.com/AZ/GLOBE/249367,33.395835605169,-110.769080049716
1218 N Litchfield Rd,Goodyear,AZ,85338,6239357388,https://locations.dennys.com/AZ/GOODYEAR/246758,33.459809349598,-112.358797338027
16970 West Yuma Road,Goodyear,AZ,85338,6232897433,https://locations.dennys.com/AZ/GOODYEAR/249660,33.436791009007,-112.42424072345
18875 SOUTH I-19 FRONTAGE RD.,GREEN VALLEY,AZ,85614,5206486162,https://locations.dennys.com/AZ/GREEN-VALLEY/246742,31.907453640321,-110.983787193421
3255 E. ANDY DEVINE AVE,KINGMAN,AZ,86401,9287572028,https://locations.dennys.com/AZ/KINGMAN/247971,35.218968780348,-114.009795223367
3300 E Andy Devine Ave,Kingman,AZ,86401,9286814983,https://locations.dennys.com/AZ/KINGMAN/248644,35.219595620977,-114.006775894205
1620 Mcculloch Blvd N.,Lake Havasu City,AZ,86403,9288554776,https://locations.dennys.com/AZ/LAKE-HAVASU-CITY/247085,34.474423012917,-114.343128760505
5975 W Baseline Rd,Laveen,AZ,85339,6023416005,https://locations.dennys.com/AZ/LAVEEN/249656,33.377284663244,-112.187995072434
4865 N. Dysart Rd,Litchfield Park,AZ,85340,6028308505,https://locations.dennys.com/AZ/LITCHFIELD-PARK/249636,33.506184981532,-112.340735034107
21195 North John Wayne Parkway,Maricopa,AZ,85139,5208584484,https://locations.dennys.com/AZ/MARICOPA/249228,33.071288020849,-112.044225182405
1330 S Power Rd,Mesa,AZ,85206,4808073933,https://locations.dennys.com/AZ/MESA/246648,33.391173967808,-111.6851555983
1210 E. Main,Mesa,AZ,85203,4809624457,https://locations.dennys.com/AZ/MESA/248554,33.415331534769,-111.804812043814
1150 South Country Club,Mesa,AZ,85210,4808332847,https://locations.dennys.com/AZ/MESA/249587,33.393602749982,-111.840387774557
4248 S. Signal Butte Road,Mesa,AZ,85212,8007336697,https://locations.dennys.com/AZ/MESA/249633,33.33780903059,-111.601632615366
5854 E Longbow Parkway,Mesa,AZ,85215,4805901926,https://locations.dennys.com/AZ/MESA/249645,33.4724936175,-111.704322326416
5012 S Power Rd,Mesa,AZ,85212,4805973343,https://locations.dennys.com/AZ/MESA/249650,33.324977845571,-111.687987172831
683 NORTH GRAND AVE,NOGALES,AZ,85621,5202874572,https://locations.dennys.com/AZ/NOGALES/209610,31.344690481827,-110.931423684085
11107 N Oracle Road,Oro Valley,AZ,85737,5202690696,https://locations.dennys.com/AZ/ORO-VALLEY/249635,32.407850074772,-110.94551299277
669 SCENIC VIEW RD,PAGE,AZ,86040,9286453999,https://locations.dennys.com/AZ/PAGE/246869,36.923719726933,-111.472819778823
312 S Beeline Hwy,Payson,AZ,85541,9284744717,https://locations.dennys.com/AZ/PAYSON/246688,34.236808924115,-111.323286458535
8737 NW Grand Ave,Peoria,AZ,85345,6234865510,https://locations.dennys.com/AZ/PEORIA/246357,33.588394541761,-112.246094861867
8131 W Bell Rd,Peoria,AZ,85382,6234868505,https://locations.dennys.com/AZ/PEORIA/246619,33.637762225064,-112.231537332866
4120 N 51ST AVE,PHOENIX,AZ,85031,6024282230,https://locations.dennys.com/AZ/PHOENIX/246372,33.495910332303,-112.169220900242
1401 N 75TH AVE,PHOENIX,AZ,85035,6238734828,https://locations.dennys.com/AZ/PHOENIX/246556,33.464174183767,-112.219917249037
3205 E Bell Rd,Phoenix,AZ,85032,6027881833,https://locations.dennys.com/AZ/PHOENIX/246612,33.640159784649,-112.012914918369
2525 W Deer Valley Rd,Phoenix,AZ,85027,6235871227,https://locations.dennys.com/AZ/PHOENIX/246942,33.683400304841,-112.11497674329
2801 No. Black Canyon,Phoenix,AZ,85009,6022523745,https://locations.dennys.com/AZ/PHOENIX/248550,33.479775713514,-112.112227814324
9030 N. Black Canyon Highway,Phoenix,AZ,85051,6029447970,https://locations.dennys.com/AZ/PHOENIX/248551,33.568762649581,-112.118225401322
6700 West Latham Street,Phoenix,AZ,85043,6239076508,https://locations.dennys.com/AZ/PHOENIX/248574,33.461085703904,-112.20451910617
5002 North Seventh St,Phoenix,AZ,85014,6022797721,https://locations.dennys.com/AZ/PHOENIX/249583,33.509534403453,-112.065215898708
3456 West Bethany Home Rd,Phoenix,AZ,85017,6029737716,https://locations.dennys.com/AZ/PHOENIX/249585,33.524337431194,-112.133829403731
2717 West Bell Rd,Phoenix,AZ,85053,6029933263,https://locations.dennys.com/AZ/PHOENIX/249586,33.639381189663,-112.118956387098
7925 E Hwy 69,Prescott Valley,AZ,86312,9287724420,https://locations.dennys.com/AZ/PRESCOTT-VALLEY/246534,34.586178127899,-112.326929334714
1230 Gail Gardner Way,Prescott,AZ,86305,9287781230,https://locations.dennys.com/AZ/PRESCOTT/247974,34.563685378322,-112.486965019483
20995 E. Rittenhouse Rd,Queen Creek,AZ,85142,4807503563,https://locations.dennys.com/AZ/QUEEN-CREEK/249225,33.25276205002,-111.630418250165
392 W Hwy 264,Saint Michaels,AZ,86511,9288712067,https://locations.dennys.com/AZ/SAINT-MICHAELS/247355,35.658857311558,-109.11510880377
1541 North Main Street,San Luis,AZ,85349,9286270907,https://locations.dennys.com/AZ/SAN-LUIS/209506,32.505908199822,-114.786014945612
1758 W. Hunt Highway,San Tan Valley,AZ,85143,4808881636,https://locations.dennys.com/AZ/SAN-TAN-VALLEY/248689,33.179612552365,-111.584032797992
9160 E Indian Bend Rd,Scottsdale,AZ,85250,4809912909,https://locations.dennys.com/AZ/SCOTTSDALE/246348,33.538555900352,-111.884792249159
7605 E MCDOWELL RD,SCOTTSDALE,AZ,85257,4804819709,https://locations.dennys.com/AZ/SCOTTSDALE/246476,33.465379291896,-111.917202133647
3315 North Scottsdale Rd,Scottsdale,AZ,85251,4809464754,https://locations.dennys.com/AZ/SCOTTSDALE/249584,33.486682695098,-111.925611697103
4471 White Mountain Rd,Show Low,AZ,85901,9285379725,https://locations.dennys.com/AZ/SHOW-LOW/246624,34.209275336102,-110.023020678211
2397 E. FRY BLVD,SIERRA VISTA,AZ,85635,5204581900,https://locations.dennys.com/AZ/SIERRA-VISTA/209611,31.554985224062,-110.274730739312
14799 West Grand Ave,Surprise,AZ,85374,6239751408,https://locations.dennys.com/AZ/SURPRISE/209290,33.658943755393,-112.376826811757
16487 W Bell Rd,Surprise,AZ,85374,6232138237,https://locations.dennys.com/AZ/SURPRISE/249319,33.638678303585,-112.414064126608
1994 W Baseline Rd.,Tempe,AZ,85283,6024311818,https://locations.dennys.com/AZ/TEMPE/246644,33.378407264216,-111.969016934511
1343 W. Broadway,Tempe,AZ,85282,4809663136,https://locations.dennys.com/AZ/TEMPE/248552,33.407027373746,-111.959818663057
4403 S. Rural Rd.,Tempe,AZ,85282,4808399392,https://locations.dennys.com/AZ/TEMPE/248553,33.384729206276,-111.926000282134
2875 W Highway 70,Thatcher,AZ,85552,9284280184,https://locations.dennys.com/AZ/THATCHER/248048,32.847215273812,-109.747430994058
9960 W Lower Buckeye Rd,Tolleson,AZ,85353,6234406235,https://locations.dennys.com/AZ/TOLLESON/249628,33.421195959556,-112.27391653854
2 Legacy Lane,Tuba City,AZ,86045,9282835468,https://locations.dennys.com/AZ/TUBA-CITY/248695,36.1281046,-111.2425198
2630 E Valencia Rd,Tucson,AZ,85706,5202946131,https://locations.dennys.com/AZ/TUCSON/246614,32.133678943912,-110.93303334477
4920 W Ina Rd,Tucson,AZ,85741,5207446805,https://locations.dennys.com/AZ/TUCSON/246716,32.338114358642,-111.069471030994
555 N Freeway,Tucson,AZ,85745,5206238249,https://locations.dennys.com/AZ/TUCSON/246913,32.230376518439,-110.983787109602
6484 E Broadway Blvd.,Tucson,AZ,85710,5207479594,https://locations.dennys.com/AZ/TUCSON/246914,32.22051462262,-110.855353135083
5000 Oracle Rd,Tucson,AZ,85704,5208885195,https://locations.dennys.com/AZ/TUCSON/246915,32.297838224237,-110.977763119609
1510 W Valencia Rd,Tucson,AZ,85706,5202951955,https://locations.dennys.com/AZ/TUCSON/247249,32.134187180611,-110.996666825841
9220 S. Houghton Road,Tucson,AZ,85747,5208497017,https://locations.dennys.com/AZ/TUCSON/249370,32.085028030949,-110.773412655468
1010 N TEGNER ST,WICKENBURG,AZ,85390,9286840240,https://locations.dennys.com/AZ/WICKENBURG/247118,33.981480395413,-112.739152597608
400 Transcon Lane,Winslow,AZ,86047,9282896694,https://locations.dennys.com/AZ/WINSLOW/248589,35.014885405551,-110.674450877437
1435 E 16th St.,Yuma,AZ,85365,9287822202,https://locations.dennys.com/AZ/YUMA/202355,32.698249240731,-114.605637646562
11255 E. South Frontage Rd,Yuma,AZ,85367,9282769018,https://locations.dennys.com/AZ/YUMA/249505,32.670025912534,-114.440506022479
14240 US Highway 395,Adelanto,CA,92301,7605309983,https://locations.dennys.com/CA/ADELANTO/247840,34.509293993241,-117.399939027335
369 W Main St,Alhambra,CA,91801,6262816701,https://locations.dennys.com/CA/ALHAMBRA/247253,34.093603982634,-118.130946009481
1610 S HARBOR BLVD,ANAHEIM,CA,92802,7147763745,https://locations.dennys.com/CA/ANAHEIM/201509,33.808469992973,-117.914878985805
1168 W Katella Ave,Anaheim,CA,92802,7147741680,https://locations.dennys.com/CA/ANAHEIM/246377,33.802792007943,-117.927199964378
2005 E Katella Ave,Anaheim,CA,92806,7146341174,https://locations.dennys.com/CA/ANAHEIM/247347,33.803842008954,-117.888803974674
210 S Euclid St,Anaheim,CA,92802,7149569870,https://locations.dennys.com/CA/ANAHEIM/247448,33.831342991363,-117.941161029945
2080 S Harbor Blvd,Anaheim,CA,92802,7147505120,https://locations.dennys.com/CA/ANAHEIM/247718,33.796330985518,-117.914625014139
4823 Lone Tree Way,Antioch,CA,94531,9257575105,https://locations.dennys.com/CA/ANTIOCH/209533,37.963234012929,-121.766983001384
2006 Somersville Rd,Antioch,CA,94509,9257541360,https://locations.dennys.com/CA/ANTIOCH/249525,38.003181995825,-121.838867041207
20242 Hwy 18,Apple Valley,CA,92307,7609461548,https://locations.dennys.com/CA/APPLE-VALLEY/248047,34.527294004582,-117.221396023976
18989 Bear Valley Road,Apple Valley,CA,92308,7609617400,https://locations.dennys.com/CA/APPLE-VALLEY/248170,34.469693985055,-117.249518985511
7 East Huntington Dr,Arcadia,CA,91006,6264463401,https://locations.dennys.com/CA/ARCADIA/249600,34.140305013461,-118.03115400394
16907 S Pioneer Blvd,Artesia,CA,90701,5628091194,https://locations.dennys.com/CA/ARTESIA/246059,33.877314000333,-118.083576018961
1601 Sycamore Ave,Atwater,CA,95301,2093577195,https://locations.dennys.com/CA/ATWATER/247098,37.346066980318,-120.613708980667
72415 Baker Blvd,Baker,CA,92309,7607331055,https://locations.dennys.com/CA/BAKER/248058,35.26896498877,-116.068371029603
2851 White Lane,Bakersfield,CA,93304,6618316961,https://locations.dennys.com/CA/BAKERSFIELD/200103,35.31720502084,-119.034135974494
2627 Buck Owens Blvd,Bakersfield,CA,93308,6613953014,https://locations.dennys.com/CA/BAKERSFIELD/201375,35.383968011189,-119.043493028285
2309 Panama Lane,Bakersfield,CA,93307,6618325150,https://locations.dennys.com/CA/BAKERSFIELD/201922,35.295430009857,-119.028160012806
8710 Rosedale Hwy,Bakersfield,CA,93312,6615875900,https://locations.dennys.com/CA/BAKERSFIELD/247386,35.383934986491,-119.098951974464
4440 Gosford Rd,Bakersfield,CA,93311,6618270103,https://locations.dennys.com/CA/BAKERSFIELD/247732,35.31491701273,-119.091733982364
8011 E Brundage Lane,Bakersfield,CA,93307,6613640786,https://locations.dennys.com/CA/BAKERSFIELD/247750,35.354072989595,-118.91508897716
35175 7th Standard Road,Bakersfield,CA,93308,6613997146,https://locations.dennys.com/CA/BAKERSFIELD/247805,35.441205064371,-119.075650503084
2684 Mt. Vernon Ave,Bakersfield,CA,93306,6618737145,https://locations.dennys.com/CA/BAKERSFIELD/248762,35.396207014749,-118.967907959115
14550 Baldwin Pk Towne Center,Baldwin Park,CA,91706,6263380217,https://locations.dennys.com/CA/BALDWIN-PARK/200145,34.071196012232,-117.95844996253
6305 Joshua Palmer Way,Banning,CA,92220,9518452813,https://locations.dennys.com/CA/BANNING/247351,33.927761993337,-116.94591396346
2830 Lenwood Rd,Barstow,CA,92311,7602532533,https://locations.dennys.com/CA/BARSTOW/246456,34.850104984292,-117.083617987616
1200 E. Main St.,Barstow,CA,92311,7602560022,https://locations.dennys.com/CA/BARSTOW/247984,34.897418983699,-117.009697983512
2611 Fisher Rd.,Barstow,CA,92311,7602533403,https://locations.dennys.com/CA/BARSTOW/248805,34.854703003007,-117.080765961241
9312 Rosecrans,Bellflower,CA,90706,5629200772,https://locations.dennys.com/CA/BELLFLOWER/248749,33.903982743404,-118.135427016794
17230 LAKEWOOD BLVD,BELLFLOWER,CA,90706,5628041065,https://locations.dennys.com/CA/BELLFLOWER/249614,33.875770011859,-118.14210299316
10136 Rosecrans Avenue,Bellflower,CA,90706,5622029075,https://locations.dennys.com/CA/BELLFLOWER/249669,33.901949707571,-118.117305384072
41196 Big Bear Blvd,Big Bear,CA,92315,9098667842,https://locations.dennys.com/CA/BIG-BEAR/246940,34.243793019207,-116.903376978311
1014 N Main St,Bishop,CA,93514,7608735656,https://locations.dennys.com/CA/BISHOP/246064,37.371746994262,-118.394990963114
876 W Donlon St,Blythe,CA,92225,7609223431,https://locations.dennys.com/CA/BLYTHE/247690,33.606375979076,-114.60628799843
7400 Brentwood Blvd.,Brentwood,CA,94513,9253034375,https://locations.dennys.com/CA/BRENTWOOD/249630,37.947726862159,-121.695971087959
7740 Orangethorpe,Buena Park,CA,90621,7145239241,https://locations.dennys.com/CA/BUENA-PARK/201765,33.858350992137,-117.998989959247
1010 W Alameda Ave,Burbank,CA,91506,8188420555,https://locations.dennys.com/CA/BURBANK/246514,34.161973993369,-118.312915031944
2525 North Hollywood Way,Burbank,CA,91505,8188479600,https://locations.dennys.com/CA/BURBANK/247802,34.194346998909,-118.349319984368
110 W Cole Rd,Calexico,CA,92231,7603574505,https://locations.dennys.com/CA/CALEXICO/246403,32.693551980282,-115.500631032279
1184 Calimesa Blvd,Calimesa,CA,92320,9097956765,https://locations.dennys.com/CA/CALIMESA/248103,33.994906988924,-117.05859599498
1659 East Daily Dr.,Camarillo,CA,93010,8054844137,https://locations.dennys.com/CA/CAMARILLO/209396,34.218124991384,-119.048153031174
3446 Coach Lane,Cameron Park,CA,95682,5306761035,https://locations.dennys.com/CA/CAMERON-PARK/247661,38.65783700657,-120.967048025209
2201 S Bascom Avenue,Campbell,CA,95008,6698772813,https://locations.dennys.com/CA/CAMPBELL/249674,37.283321980985,-121.931969030729
18932 W. Soledad Canyon Rd,Canyon Country,CA,91351,6612523902,https://locations.dennys.com/CA/CANYON-COUNTRY/247900,34.414822987474,-118.466105963321
600 Carson Plaza Dr,Carson,CA,90746,3105326106,https://locations.dennys.com/CA/CARSON/246706,33.844723987321,-118.264742977109
31724 Castaic Rd,Castaic,CA,91384,6617752689,https://locations.dennys.com/CA/CASTAIC/247618,34.495327982351,-118.621090035243
69050 Hwy 111,Cathedral City,CA,92234,7603288787,https://locations.dennys.com/CA/CATHEDRAL-CITY/247590,33.777583716988,-116.456944744965
67950 Vista Chino,Cathedral City,CA,92234,7608413204,https://locations.dennys.com/CA/CATHEDRAL-CITY/249376,33.844982950941,-116.475340799584
1507 Herndon Rd.,Ceres,CA,95307,2095386454,https://locations.dennys.com/CA/CERES/247816,37.608444019038,-120.974707995064
675 MANZANITA COURT,CHICO,CA,95926,8009906231,https://locations.dennys.com/CA/CHICO/248542,39.752779016156,-121.844471014032
15459 Fairfield Ranch Rd,Chino Hills,CA,91710,9096060409,https://locations.dennys.com/CA/CHINO-HILLS/247720,33.971470014179,-117.689817006555
12180 Central Ave,Chino,CA,91710,9096273100,https://locations.dennys.com/CA/CHINO/201376,34.031919000685,-117.689850031254
110 Bonita Rd,Chula Vista,CA,91910,6194257211,https://locations.dennys.com/CA/CHULA-VISTA/201719,32.647687002387,-117.063102022308
692 E St,Chula Vista,CA,91910,6194272156,https://locations.dennys.com/CA/CHULA-VISTA/202352,32.640164998658,-117.096748993311
2110 Birch Rd.,Chula Vista,CA,91915,6195005724,https://locations.dennys.com/CA/CHULA-VISTA/248885,32.621223992957,-116.962182986067
5142 Triggs St,City Of Commerce,CA,90022,3232642425,https://locations.dennys.com/CA/CITY-OF-COMMERCE/246826,34.010848991578,-118.162043959909
820 South Indian Hill Blvd.,Claremont,CA,91711,9096256666,https://locations.dennys.com/CA/CLAREMONT/247811,34.080488986373,-117.717854975591
710 West Shaw AVe,Clovis,CA,93612,8002205116,https://locations.dennys.com/CA/CLOVIS/209549,36.808000009883,-119.725316008425
1151 Herndon Ave,Clovis,CA,93612,5593253160,https://locations.dennys.com/CA/CLOVIS/248643,36.837841010111,-119.696648977556
25026 West Dorris Ave,Coalinga,CA,93210,8002205099,https://locations.dennys.com/CA/COALINGA/249547,36.255592986129,-120.249090995756
160 West Valley Blvd.,Colton,CA,92324,9098242132,https://locations.dennys.com/CA/COLTON/247990,34.066690990732,-117.325423991925
1190 S. Mt. Vernon,Colton,CA,92324,9098258612,https://locations.dennys.com/CA/COLTON/247992,34.048783012689,-117.308606960489
7268 E Gage Ave,Commerce,CA,90040,5628061535,https://locations.dennys.com/CA/COMMERCE/246536,33.974396010849,-118.126060030482
1313 Willow Pass Rd,Concord,CA,94520,9257984040,https://locations.dennys.com/CA/CONCORD/246699,37.969045982682,-122.052388983803
304 Pittman Rd,Cordelia,CA,94585,7073894698,https://locations.dennys.com/CA/CORDELIA/246855,38.219703989206,-122.127161008365
2120 SOUTH AVENUE,CORNING,CA,96021,8669853756,https://locations.dennys.com/CA/CORNING/248641,39.906982984351,-122.19624700127
1833 W 6th St,Corona,CA,92882,9517370890,https://locations.dennys.com/CA/CORONA/247568,33.87996498676,-117.601832001285
2379 Compton Ave,Corona,CA,92881,9513729140,https://locations.dennys.com/CA/CORONA/247715,33.843134988026,-117.537296040699
3170 Harbor Blvd,Costa Mesa,CA,92626,7145490818,https://locations.dennys.com/CA/COSTA-MESA/246302,33.686354003701,-117.919043031483
1225 5th St,Crescent City,CA,95531,7074642656,https://locations.dennys.com/CA/CRESCENT-CITY/246023,41.755407001709,-124.19521599272
10700 Jefferson Blvd.,Culver City,CA,90230,3105595351,https://locations.dennys.com/CA/CULVER-CITY/248722,34.003634980881,-118.393326987696
34242 Del Obispo,Dana Point,CA,92629,9494894383,https://locations.dennys.com/CA/DANA-POINT/247174,33.465509001848,-117.686673960503
2203 Via De La Valle,Del Mar,CA,92014,8587553806,https://locations.dennys.com/CA/DEL-MAR/247855,32.97904199128,-117.255715977985
14390 County Line Rd,Delano,CA,93215,6617209808,https://locations.dennys.com/CA/DELANO/247719,35.790981997638,-119.25005497376
1250 Stratford Ave,Dixon,CA,95620,7076781002,https://locations.dennys.com/CA/DIXON/246979,38.458324996037,-121.839251016192
1060 Huntington Dr,Duarte,CA,91010,6262569423,https://locations.dennys.com/CA/DUARTE/246986,34.139247007733,-117.982808024614
2691 Navajo Rd,El Cajon,CA,92020,6194606420,https://locations.dennys.com/CA/EL-CAJON/246227,32.801477994212,-117.00170097733
665 N Mollison Ave,El Cajon,CA,92021,6194472838,https://locations.dennys.com/CA/EL-CAJON/246392,32.803742993997,-116.950544964965
1202 W Main St,El Cajon,CA,92021,6194472277,https://locations.dennys.com/CA/EL-CAJON/247225,32.795349020881,-116.97782898181
2642 Jamacha Rd,El Cajon,CA,92019,6196603320,https://locations.dennys.com/CA/EL-CAJON/247375,32.744451003496,-116.931612005891
1445 Ocotillo Drive,El Centro,CA,92243,7603522576,https://locations.dennys.com/CA/EL-CENTRO/202354,32.776911449568,-115.568918720819
3403 DOGWOOD RD.,EL CENTRO,CA,92243,7603379023,https://locations.dennys.com/CA/EL-CENTRO/202356,32.763163015602,-115.53444002547
11344 San Pablo Ave,El Cerrito,CA,94530,5102355900,https://locations.dennys.com/CA/EL-CERRITO/247188,37.92126498554,-122.315033991968
9804 E. Flair Drive,El Monte,CA,91731,6264434590,https://locations.dennys.com/CA/EL-MONTE/248076,34.071871006895,-118.055132030535
2555 El Segundo Blvd,El Segundo,CA,90245,3106439187,https://locations.dennys.com/CA/EL-SEGUNDO/209353,33.91670701742,-118.374870958913
8707 Elk Grove Blvd,Elk Grove,CA,95624,9166862054,https://locations.dennys.com/CA/ELK-GROVE/246766,38.409267141674,-121.380309211733
1776 Powell Street,Emeryville,CA,94608,5106587950,https://locations.dennys.com/CA/EMERYVILLE/249520,37.83852499809,-122.295875978794
510 W. Mission Ave,Escondido,CA,92025,7607430920,https://locations.dennys.com/CA/ESCONDIDO/248174,33.128568983231,-117.092643034222
1360 Holiday Lane,Fairfield,CA,94534,7074226511,https://locations.dennys.com/CA/FAIRFIELD/247727,38.256732010402,-122.064678027325
713 South Main St,Fallbrook,CA,92028,7607284517,https://locations.dennys.com/CA/FALLBROOK/246876,33.376457986132,-117.251659975039
17009-A Valley Blvd.,Fontana,CA,92335,9098228550,https://locations.dennys.com/CA/FONTANA/246001,34.070017013731,-117.433229013082
13479 Baseline Ave,Fontana,CA,92336,9094639269,https://locations.dennys.com/CA/FONTANA/247709,34.120921988097,-117.511841960955
26712 Portola Parkway,Foothill Ranch,CA,92610,9498553000,https://locations.dennys.com/CA/FOOTHILL-RANCH/248576,33.679246987998,-117.664386982873
901 N Main St,Fort Bragg,CA,95437,7079648287,https://locations.dennys.com/CA/FORT-BRAGG/246703,39.452205979942,-123.806239023714
16205 Brookhurst St,Fountain Valley,CA,92708,7147757284,https://locations.dennys.com/CA/FOUNTAIN-VALLEY/246994,33.727436016187,-117.955121005864
160 N 10th Street,Fowler,CA,93625,5598343408,https://locations.dennys.com/CA/FOWLER/248882,36.627472004214,-119.684294974284
5280 Mowry Ave,Fremont,CA,94538,5107961818,https://locations.dennys.com/CA/FREMONT/249524,37.533518018915,-122.000215995126
530 South Clovis Ave,Fresno,CA,93727,5592528700,https://locations.dennys.com/CA/FRESNO/209552,36.737585988239,-119.700469029928
3120 N Blackstone Ave,Fresno,CA,93703,5592277151,https://locations.dennys.com/CA/FRESNO/246209,36.779227995677,-119.79011599896
2568 S East Ave,Fresno,CA,93706,5594857710,https://locations.dennys.com/CA/FRESNO/246210,36.707270991387,-119.772994033887
1746 W. Shaw Ave,Fresno,CA,93711,5594323806,https://locations.dennys.com/CA/FRESNO/247815,36.808644997333,-119.825010029518
141 Abby St.,Fresno,CA,93701,5594852320,https://locations.dennys.com/CA/FRESNO/248073,36.74411398207,-119.789714002884
1121 N. Parkway Dr.,Fresno,CA,93728,5592337811,https://locations.dennys.com/CA/FRESNO/248173,36.756718017513,-119.830596987079
